text,label,new_label,confidence,annotation_note,needs_review,language_type,annotator,prev_label,label_original,source_id,aug_method,script,emoji_count
bhArt Amader bn্du tai To BhALO chaয়na sbai Buje kin্tu aMadeR sRKaRidleR oneke bujena? 🔥 🤬,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,80690,"syn,translit,emoji",mixed,2
jkhn bhaarteeয় chenel ar siriয়al chle tkhn to mukher aoয়aj ki toder modi babaয় keড়e neয় sultan solaয়man muslmander gourber itihas to ei karne gat্r dah kre 😠,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,73942,"syn,codemix,emoji",mixed,1
bharter pich ar ran hahaha bharter sb rekr্d tader nijer matitei bairer matite tader hagu ehe jaয় ran krte tader mukhe to e ktha manaয় na eta jdi iuroper mat ht tao bilibh kra jet karn os্t্releeয় ar ingl্jan্d tara sb smয় boling peechkeee p্radan্j deয় bharter aslei lj্ja shrm nei 🥵,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,74775,"translit,codemix,emoji",mixed,1
SheeKH hasinao kut্talig keuna UNI bhArtiয় P্RbaSi?! 🤣,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,78195,"syn,translit,codemix,informal,emoji",mixed,1
bhaaarTER t্ren t্rajidite shOk p্rkash KrcHhi Amra tomAdEr mt abal na jE kHushi hbo ar bharter et্t chulkaয় kenO re BanGladesheR saBmErIn deIkHa ? eta to kebl suru,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,325,"syn,translit,informal,emoji",mixed,0
hlo bharter bhikharider chamcha bldtake chamchami krar jn্j pathaichhe bhikharira 😠 😏,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,80253,"codemix,emoji",mixed,2
desh bhag hয়echhe sale ar bharter tes্t s্tatas dekhano hয় sale asle tkhn bharter jn্mi hয়ni se hisebe bangladesher tes্t s্tatas lekha uchit sale paoয়a 🥵 🤡,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81529,"syn,translit,codemix,emoji",mixed,2
EKBar bhebe dekher sale Jdi bhart br্dar na KHule dito TAHle ki hto apnar dler neta Kr্MIder amra Ar sonAr BangLa Petam nA id্ris sherpur bguড়a 🤬,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,84817,"syn,emoji",mixed,1
bhaarter muslmander niয়e amra eto chin্ta o chenchamechi kri kin্tu miয়anmarer muslmander niয়e amra nirb ken 💢,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,77396,"codemix,emoji",mixed,1
Kiin্Tৃu K্sHmtAr jn্j aoয়amileegermt karo Paয়e dhrena eI jn্jito bla hয় k্shmtar jn্j bharter chr thap্pr khaite Raji aoয়ameelig!!! 💩 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,83989,"codemix,emoji",mixed,2
bhAAarT Jesb shr্te banGlAdesHe muk্tijud্dher smয় sena pathaয় tar mDH্je on্jtm chhil s্badheen bangladeshe kono sEEman্TRK্Shi bahini EmnKi seNA baHini thakte parbe na eI kthatar maNe Ki amake ektU bujhiয়e blben S্Bar্thsid্dHi kre amader lathi Marchhe cHEen naki bharT SetA SBaI jane bH্jaKr bh্jakr na kre lEkhaPড়a krte Bs gIয়e 🙄 ~,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,75339,"translit,codemix,informal,emoji",mixed,1
sale bhart amader jebhabe sahaj্j krechhe amadero uchit sebhabe rohing্gader sahaj্j kra 🤣 🥵,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,75616,"syn,translit,codemix,emoji",mixed,2
toomar hEd lain likhata theke bangladesh kthata bad dile or্th ki DAড়aয়? Tai hto bhaRT ei piChE KHeLLe ran Krte parto nA 😂,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,84103,"syn,translit,codemix,informal,emoji",mixed,1
kt gulo chhagl achhe sb smয় ble bhart pakis্tan lage na keno are chhagl jud্dh lage tahle ki tui nirapde thakbi  amar mne hয় bhai b্radar bideshe thake baড়ite kon kaj kre na bideshi bhaiয়er ksh্t upaj্jn kra taka du muthe b্jaয় krchhe 😏,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,85127,"syn,codemix,emoji",mixed,1
pAakiS্Tan ar bAngLadEsh mIlE amake 1 sahp্tahr jn্j raja banAo ami ren্diয়ake udai dIBo 😂 ~,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81711,"syn,translit,codemix,informal,emoji",mixed,1
chin srkar jdithaidite pare bangladesh kenparbena bangladesh ektatar্get dik je amiokichhumanush as্rয়dib amaderpasher deshgolakeo onoord janatepare। bangladeshermanush bulejaben na eksmয় apnader pashe bhart dariয়echhil ar rhinggader pashesudu midiয়a 💩,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81723,"syn,translit",mixed,1
BhaArt emn ekti desh PৃtHIbIR JeKon Jati ba desh tadrke dekhte pare na 💩,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,76138,"syn,emoji",mixed,1
amader drkar parmanBik os্t্r bharter mt ChHEChra jati pৃthibItE ar EkTAO nai!!!,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,83971,"syn,translit,informal",mixed,0
"apnAdER mTO sushIlra deshtake Bharter p্rdesh banate cHan, edesher manushder gomoot্r Pan KRatE chan,smkamee banate chan,PRkiয়aয় utsahi krtE cHaN।aPnara edeshe nas্tiker jm্m den,laln-paln kren। 💩 🤣",Religious,Geopolitical,,,False,,,Religious,Geopolitical,84115,"syn,translit,informal,emoji",mixed,2
bhart pakis্tan jud্dh eta iurop amerikar shড়jn্t্r ।amader bhal thakte debe na ora । 💩,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,73861,"syn,codemix,emoji",mixed,1
nepale bhartiয় sb tibhi ch্janel Bn্Dh,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,84957,"syn,translit,codemix,informal,emoji",mixed,0
bhAARteR kয়ti chiTAয় Gechhe sei NIuj kothaয়??!,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,76307,"syn,translit,codemix,informal,emoji",mixed,0
eekhn bhart chuP ken KOthaয় Modi,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,75654,"translit,codemix,informal",mixed,0
bhart br্tmane churi kre am্paয়arer sahaj্je jite khele jitar k্shmta bharter nei 💢 🤣,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,76647,"syn,codemix,emoji",mixed,2
haaয় re mur্kh or্dhshik্shit bangladeshi ra ebar kichhudin s্bjatiয় pakis্thaner birud্dhe gheu gheu krbe। ntuba er mdh্je bharter shড়jn্t্r khunje ber krbe। 🥵,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,84040,"syn,translit,emoji",mixed,1
jaara ble bhart bangladeshr bn্dhu tarai bangladesher sht্ru । 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,73895,"syn,emoji",mixed,1
onar to jn্m mNE hj় bharte bharter jn্j kandben na bar্mar jn্j kandbe naki KpalEr sidhur bhule gelEn naki,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,74449,"translit,codemix,informal",mixed,0
taaalEbAn kE PariS NA Tahle BhArt ke ki bhabe parbi ।,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,76413,"syn,translit,codemix,informal",latn,0
shudhu muktijodder smয় bharte paড়ee diয়echhen ei t্jag krchhen। 😠,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,82232,"syn,translit,codemix,emoji",mixed,1
bhaart nije minite manchit্r theke muchhe jabe tai bangladeshke sathe niয়e haoয়a hয়e jete chaয়। amara bharte kono sahaj্j krte parbona ebng mogo hei shk্ti nai samrik dik theke tai pa dre kain্da labh ki bl।,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,77728,"translit,codemix",mixed,0
KiEn re ma ?Omra to onek Bড়lok। bhartiয় pribarke purs্kৃt krtechhi।oamader onek taka oneK niJer or্tHaয়nE pd্ma Setu kRteCHhi।tAi nah্ oar TOmar cHikiTSaয় oar kT LAgbe? Hয়e jabe kon TeInsHn kRar P্rয়OjN nAI 😠,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,77983,"syn,translit,codemix,informal,emoji",mixed,1
baangladesher rajneetir jud্dh niয়e bharter bun্dhut্b bharter bn্dhut্b niয়e pakis্thaner hingsa pakis্thaner hingsa niয়e bhart pakis্than jud্dh bhart pakis্than jud্dher karne china soiniker agmn   amar dharna ki bhul 😠,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,78591,"syn,translit,codemix,emoji",mixed,1
kuuukurer bach্chader der ke juta kre pitan Ar apnaRa jdi na paren tAhlE bharte pathij়e diN klkataj় tar pre dekhe nibo 🤣 🙄,Religious,Geopolitical,,,False,,,Religious,Geopolitical,79856,"syn,codemix,emoji",mixed,2
KHaanKI magi banglAdesHER mej়e amadEr Bharter HIn্Di BhAshA ble tAO abar sb bhasha bhol pagl jt 😠,general,Geopolitical,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Geopolitical,79559,"codemix,emoji",mixed,1
chin ar pakis্tan ek hle o parbe na karn tkhn bhart er sathe thakbe israil rashiয়a japan amerika bhiয়etnam majanomarnepalbhutansh্rilng্ka it্jadi bujhte parchhen bokachoda ba bokachodee,general,Geopolitical,High,Explicit sexual/gender abuse (v6 rule),False,Bangla,ChatGPT (rules v6),Gender-based,Geopolitical,27777,"syn,translit,codemix,emoji",mixed,0
guudmarani your khbr shune toke chudte ich্chhe KrTecHhE cheen mUslmANder CHUdtechHe sei khbrta de na pakis্tan kash্mirke pete hLe aro Ekbar Jn্m nite hbe 😏 🔥,general,Geopolitical,High,Nationality/ethnic group targeted,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,81116,"translit,codemix,informal,emoji",mixed,2
mNe hch্chhe bharter kahini ei kulAnggaR ke bhart srkar keno shas্ti keno Deয়na 😏 😠,general,Geopolitical,High,Foreign govt mentioned → Geopolitical,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,78248,"syn,translit,informal,emoji",mixed,2
BHaartke gurut্b na dileto aoয়ameelig k্shmtaয় tikE thaKTe parbe nA 🔥 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,74098,"syn,translit,informal,emoji",mixed,2
dada bAbu BhaRteR shoke tumi dishehara oTHch pasher rash্t্re amader mAয়AnmaReR muslman bhai bonDeR jn্j Bin্dU mat্r matha b্jatha nai ktina rIlak্s kothaয় gechhe aj jAtisnggh oয়aisio kothaয় 😏 🙄,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,83308,"syn,translit,informal,emoji",mixed,2
ol্p bয়se utle bal tar DUhkh chirkal (bharter ChHElera+mEয়era )!!! 🤣,Personal,Geopolitical,Medium,v7.2: geo/nationality cue override,False,,,Geopolitical,Geopolitical,33321,"syn,translit,codemix,informal,emoji",mixed,1
muk্T akash chuk্ti chaichhe bhart shekh hAsinar asn্n bhart sphre bishয়ti niয়e dui desher P্rdhaNmn্T্ri pr্jaয়e aLeaChna hOয়AR Ktha rয়echhe agami disEM্BR mase p্rdhanmn্t্ri shekh hasina bHart sphre JaOয়aR KthA rয়echhe dhakaয় nijuk্t bharter rash্t্rdut hr্sh Br্dhN sh্Ringla sombar nBheM্bR schibalয়e p্rdhanmn্t্reer bHArt spHr p্rsng্GE alaP krte besamrik biman pribhn o pr্jtnmn্t্ri rashed khan MennEr Sng্ge deKHa kren edike mn্t্rnalয় sut্r JANaয় bharter p্RS্tabe bla hয়eCHhe dudesher mDh্je muk্T aKasH chuk্ti hle akash pthe BiP,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,79723,"syn,translit,codemix,emoji",mixed,0
bharte dur্bhik্sh hle grur mut্r ar sanaiয়er dudh sap্lai kra jabe ��������� 😂,gender,Geopolitical,,,False,,,Gender-based,Geopolitical,80623,"codemix,emoji",mixed,1
bhaartiয়ra je grur bach্cha ta ei raয়er madh্jme p্rTiphL hয়Echhe 😠...,Religious,Geopolitical,,,False,,,Religious,Geopolitical,82130,"syn,translit,informal",mixed,1
is ktojner je j্blchhe   bhart namta shunlei je bhut dekhar mto   tao ekjn na duijn   bhalokichhu khbr bharter hle hingsaয় to jlbei edike et p্riয় mnib pakis্tan nei 🤣,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,4953,"translit,codemix,emoji",mixed,1
pakis্tan ke dekhe ren্diয়a sara jibn bhয় paয় shhid hয়echhe to ki 🤣,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,76607,"syn,translit,emoji",mixed,1
paaaH ekta pshmo chhiড়te parbe na bhart 😠 🥵,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,75497,"syn,codemix,emoji",mixed,2
asle bharTer P্Rt্jEKta manush gru 🤡,general,Geopolitical,High,Nationality/ethnic group targeted,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,77554,"syn,translit,codemix,informal,emoji",mixed,1
"s্baami-s্t্reer sM্pr্k ki emni hয়? ilish pathaLo bangladesh, pInয়aJ Bn্dH kre dil bhart 😏",Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,7414,"translit,informal,emoji",mixed,1
বাংলাদেশে ভারতের কয়কুটি আছে?দুষ্টরা এটা বলতে পারছনা ধরাখাবি তাই একথা না বলে যত দুষ নন্দ গুষ।আল্লাহ একদিন বিচার নিশ্চিত করবেন। 💩 😠,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81409,"syn,emoji",bn,2
dEeshEr bajare sয়lab bhartiয় bhojal khabar obadHE chlchhe bangladEshe esb pn্j nishid্dh KRte hbe,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,80312,"syn,translit,informal,emoji",mixed,0
aarekta bishesh DHRner KHBr hch্CHhe eta je shuj়or kukUr sbaito par্mida rhManEr gudmarL LaS্tE bhARTIj় hatider ER nD়eChD়e BSechhe maNE baNd়a ld়e chd়e bsEchhe Je Par্mIDA rhman namk dh্Jamna mageetake nA chudle tader nakI ghum asChhenA bishEsh sut্re khbR pEj়e haTiDER atkanor chesh্ta krecHHe kIn্tu tara paRbE ~,gender,Geopolitical,,,False,,,Gender-based,Geopolitical,81706,"syn,translit,codemix,informal,emoji",mixed,0
tomar hed lain likhata theke bangladesh kthata bad dile or্th ki daড়aয়? tai hto bhart ei piche khelle ran krte parto na 😂,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,5200,"syn,translit,codemix,emoji",mixed,1
oL্p Bয়se utle bal tar duhkh chirkal (bharter chhelera+meয়era ) 😡?!,Personal,Geopolitical,Medium,v7.2: geo/nationality cue override,False,,,Geopolitical,Geopolitical,73761,"syn,translit,informal",mixed,1
BanglADeshira bhARTe JAbe bal phelate?! 😂,general,Geopolitical,High,Nationality/ethnic group targeted,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,78536,"syn,codemix,emoji",latn,1
kii abal tore ami t্jangk phaitar ar jahjer nam blte blechhi ja pakis্tan baniয়echhe bharter misailer nam shun og্ni pৃthi suriয়a nirbhয় b্rams os্t্r b্rrunas্t্r nag akash t্rishul dhnush p্rhar sagarika ke barak aro onek misai toke t্jangk phaitar jahjer nam blte blechhi 😏 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,83946,"translit,codemix,emoji",mixed,2
bhartiয় goয়en্da SnGS্ThA r bipiel ke bItr্kIt krte chaichhe jen aipiel i dk্shIn eshiয়ad er ekmat্r khela hয়...,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,77374,"translit,codemix,informal,emoji",mixed,0
কুর্তা তোর মুখে মোতে কহেলি তুই সালা ভারত বিরোধিতা করার জন্য আবাল বকিস 😡 💢,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,83450,"syn,emoji",bn,2
iiingl্jand bHarTKE tulodhuno krchhe ShunTe Bhaloi lagl 🤣,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,73983,"syn,translit,codemix,informal,emoji",mixed,1
brng iiingl্jan্d Je piche bangladesher sathe khelchhe oi puche bhart koN iningSe ran krte partona 😂,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81327,"translit,codemix,informal,emoji",mixed,1
bhart amadEr prM bn্dhu tbe seta mukhe mukhe kaje na,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,7144,"syn,translit,codemix,informal",mixed,0
muuk্t akash chuk্ti chaichhe bhart shekh hasinar asn্n bhart sphre bishয়ti niয়e dui desher p্rdhanmn্t্ri pr্jaয়e aleachna hoয়ar ktha rয়echhe। agami disem্br mase p্rdhanmn্t্ri shekh hasina bhart sphre jaoয়ar ktha rয়echhe। dhakaয় nijuk্t bharter rash্t্rdut hr্sh br্dhn sh্ringla sombar nbhem্br schibalয়e p্rdhanmn্t্rir bhart sphr p্rsng্ge alap krte besamrik biman pribhn o pr্jtnmn্t্ree rashed khan menner sng্ge dekha kren। edike mn্t্rnalয় sut্r janaয় bharter p্rs্tabe bla hয়echhe dudesher mdh্je muk্t akash chuk্ti hle akash pthe bip,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,78726,"syn,translit,emoji",mixed,0
babri msjid niয়e jejti bluknakeneiraয়er pichhne sm্poor্n klkathir naয়k hlo bharter p্rdhan mn্t্ri shয়tan nren্d্r modi ebng madarchod s্brash্tmn্t্ri omitsahaami bis্bmusli jatike er kra p্rtibad janate onurodh krch্chhi,Religious,Geopolitical,,,False,,,Religious,Geopolitical,25297,"syn,translit,codemix",mixed,0
chuudIr pULala bharter jinis chharA chlE na ~ 💢,sports,Geopolitical,,,False,,,sports,Geopolitical,8702,"translit,informal,emoji",latn,1
eek jn bangladeshi bharte nai jAয় nai sb MODisRKarer jaRJ niTi chalachhe BhARt SrkaR bARA barI krle DiK diয়a aK্rmN krBo Pakis্tan cheEN bangladesH EK ta bhaRtIয় jarj oয়ar্l্de thakbe na sB mrbe,general,Geopolitical,High,Foreign govt mentioned → Geopolitical,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,80521,"syn,translit,codemix,informal,emoji",mixed,0
jarj bhartee daalAldeR ptn chai 😡 😂,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,78743,"syn,codemix,emoji",latn,2
eei KHaNki bhart BanglaDesh Ke dan KrEchh। pakiS্tAn ATng্kbaDI Desh,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,84083,"syn,translit,codemix,informal,emoji",mixed,0
iI khanki maGi oaisi bhartTEr Pkho niয়echhe tuipaiLikI 🔥?!,general,Geopolitical,High,Nationality/ethnic group targeted,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,83662,"syn,translit,codemix,informal,emoji",mixed,1
iiei khAnkiMagee erpr jdi Tui bhart sm্pR্Ke kon baje kTHA bLIs tor ch্jANel BN্dh krE deB bharter sm্pr্ke bAje KThA blte to Lj্jA kre na khAnkimageE 😡,gender,Geopolitical,,,False,,,Gender-based,Geopolitical,79086,"syn,translit,informal,emoji",mixed,1
bhart or iues Er SM্pr্k MJbut hj়E gEl 🙄?!,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,75386,"translit,codemix,informal,emoji",mixed,1
jaarj desh bhaRTer etai shesh printi 😡 💢,general,Geopolitical,High,Nationality/ethnic group targeted,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,80341,"syn,translit,informal,emoji",latn,2
"AAaOয়amilIG ekti in্diয়an pn্J bhartiয় pn্j br্jn kri, aoয়amilig diয়e Shuru kri 😂",Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,75309,"translit,informal,emoji",mixed,1
আসলে মুস্তাফিজ ছিল বলে পাকিস্তান আফ্রিকা ও ভারত কে সাইজ করতে পারছে  মুস্তাফিজ নাই তাই আগের মত বাল ফেলাচ্ছেন সবাই  আলামিন কার মাকে চুদছে যে আলামিন কে টিমে নেয়া হয়না  গত বছরের বেস্ট বলার ছিল he  প্রত্যেক সিরিজে নতুন নতুন সোনা টিমে আনবে যেন প্রতিপক্ষ সোনা ভাল করে লুজ করে দিতে পারে,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,333,"codemix,emoji",mixed,0
sthik sid্dhan্t। amadero uchit bharter theke amdani bn্dh kra। taka achhe jekon desh theke kine khaoয়a jabe। ren্dider onek dয়a dekhiয়echhi। na hle jebhabe kৃshk at্mht্ja kre etdine kৃshk oder deshe birl p্rjatite print hto। 🤡,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,74498,"syn,translit,emoji",mixed,1
bhaarTEr ki hbe bharter ghum haram bHarter baba chhil rashiয়a... 🙄,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,85245,"syn,codemix,emoji",mixed,1
kiiirnmala Siriয়al shesh hয়chhe HUk tbe kIrner chAiTE ar dhamak্kA siriয়al toiree krbE bhartiয়ra Br্tman deShe klkATa banglar jtgula natk achhe sb chmk p্Rdk abar shan্tiR SoNarSnGsAr Shje bHang্gar maRat্bAk tips sngG্Rh kra jaয় edike amaDeR banGLaDeSher shik্shar MAn eMNeteI onEk karne pichhiয়e aChhe tar upre dড়ir tAn legEI achhe sAsh্tAr JlSAR h্Ndয় bidaruk kAhInEe LagaIcHhe TA ta pr্jN্t Ei smয় skl chhae CHhat্riRIder pড়a lekhAr mul্jban smয় na dekhlei na ChLE Emn EktA cHhAT্Ri blte parBe amAr Na dekhe cHle p্rtitI s্kuLe sasH্TaR...,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,79358,"translit,codemix,informal,emoji",mixed,0
bharteeয় goয়en্da sngs্tha r bipiel ke bitr্kit krte chaichhe jen aipiel i dk্shin eshiয়ad er ekmat্r khela hয় 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,80292,"translit,codemix,emoji",mixed,1
maaয়anmarer age bhArtEr p্rti takAn jdi ek chokh kAna tomra,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,34876,"translit,codemix,informal,emoji",mixed,0
bhAARt amar Sht্rU 🤬 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,74652,"syn,translit,codemix,emoji",mixed,2
rk্t o pani eksathe mishe na rk্te upadan hisebei panir priman sr্boch্ch o eksathe mishe na kichhudin age bharter sheer্shs্thaneeয় neta s্beekar kre nij়echhen phrak্ka badh chhil sm্poor্n eta sbcheয়e beshi k্shti krechhe bharter bishesh kre biharer sale bharter ra er birud্dhe mt diয়echhen kin্tu ra shunen nai jei sb elaka te achhe sekhane p্rchur primane jn্me ish্brer upr matb্bri p্rয়ojn ne 😂,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81720,"translit,codemix,emoji",mixed,1
bharte je notgulo bn্dh hয়e GecHhe ogula ene diয়e dilei to hয়,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,8082,"translit,codemix,informal,emoji",mixed,0
BhaaaRt pakis্tan jud্dh eta iUrop amErIkar Shড়Jn্T্r ।amader Bhal tHaKte deBe na ORA ।...,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,82569,"translit,informal,emoji",mixed,0
ভারত যে ভয় পেয়েছে এটা ঢাকা টাইমস জানলো কেমনে? 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,6493,"codemix,emoji",bn,1
t্RaaANJit niয়E BhArt AmaDer s্bAdhIntAKer D্bikhN্dit krechhe,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,77329,"translit,codemix,informal",mixed,0
কুকুরের বাচ্চাদের দের কে জুতা করে পিটান আর আপনারা যদি না পারেন তাহলে ভারতে পাঠিয়ে দিন কলকাতায় তার পরে দেখে নিবো 😡 😂,Religious,Geopolitical,,,False,,,Religious,Geopolitical,81351,"syn,codemix,emoji",bn,2
aro kt kichhu krbe jati nirb dr্shk  seeman্te mৃt্judut ups্thit hch্chhe p্rtiniয়t  desher jngner imani chahida pakis্taner sathe sm্pr্k bjaয় thakuk osber dhare kachheo nei br্tman srkar  bhart p্reme habudubu khete khete meয়ad shesh hয়e jabe 😠,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,79251,"syn,translit,emoji",mixed,1
nms্kar BN্dhuGN bharte p্RtHm abish্kar krecHHe emni ek mobail ja DiJ়e apni ghre BSe bina khrche aj় krTE parben lakh lakh Taka ektu dhoir্j্j dhre pd়un tIr Nam hch্chhe KI HCH্Chhe ekti mobail ete achhe onek b্jbsar tTh্j achhe onek taka upar্jner tth্j bish্b bikh্jat kom্pani pricHaliT e jan onek paben e khoje dEkHBen Br্TmaNE p্rtidin P্rAJ় hajar lok chakrir jn্j e 😏,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,77294,"syn,translit,codemix,emoji",mixed,1
tOOder bhARtkE BIsh্Be ChODn rash্t্r hisabe prIchiT kARn tora RaTe CHudIs bu kE aR din duPUre mEয়e theke sUru kre gHrEr MAkE pjr্n্t bad dis nA erKM HAjaR hajar REkR্d achhe toder Chodn desHE toDER klkatar Balkata kilomitAr lash kAdhe bhn kre hatis gaD়i bhadA় joganor MtO pয়sa nAi hAspaTALEr mEjhete bhAt khas thala nAI pani khaBar ktha ble gHre dhuke pANCh jne mILe chudis shishu sn্taN ChiKiTsAR ObhaBE mArAjaj় bhik্shar thelAgad়ItE kre s্t্rIR lash NiJ়e hatis । bap meয়eke choDe ar mA tAR meয়eke kndm kinE Deয় toD?!,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,80357,"translit,informal",mixed,0
eeta ekta st্j ktha je ei ghtnati bharte hয়echhe dekhe oi kulanggar chheletike pulish dhrte perechhe ba oi nirih babti bhal bichar peয়echhe ar eta jdi bangladeshe hito tahle kondino er bichar kon nirih baba pet na etai bas্tb 💩,general,Geopolitical,High,Nationality/ethnic group targeted,False,Bangla,ChatGPT (rules v6),Geopolitical,Geopolitical,81380,emoji,mixed,1
baangladesher rajneetir jud্dH Niয়e BharTeR bun্dhut্b bharter bn্dhuT্b nIয়e pakis্thaner hingsa pakis্tHAner hingSA niয়e bhart PAkis্than jud্dh bhart pakIs্Than jud্dher kaRne china SoIniker agmn amAr dharna ki bhul 🤣 🔥,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,78225,"syn,translit,emoji",mixed,2
ete bHArte hat achhE mne karn taRA bangladeshke poshak SHil্pe PiChhATE CHaয় ta hle p্rtidini aGun ken 😡,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,79179,"syn,translit,codemix,informal,emoji",mixed,1
bhaaartiয়der nakta idaning khub lm্ba hichhe sb khanei gle jaয়?,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81955,"translit,codemix",mixed,0
kt gulo chhagl achhe sb smয় ble bhart pakis্tan lage na keno are chhagl jud্dh lage tahle ki tui nirapde thakbi। amar mne hয় bhai b্radar bideshe thake baড়ite kon kaj kre na bideshi bhaiয়er ksh্t upaj্jn kra taka du muthe b্jaয় krchhe। 🙄,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,77463,"syn,translit,codemix,emoji",mixed,1
balkatar naয়K na niয়e AmADer desher shakib arephin shubh oder nile cHHbIta aro bhal hto jaj To kana p্RtibhAban nAয়kdER chokhe dEkhena dekhe bharter kTguLa abaLre,Geopolitical,Geopolitical,,,False,,,Geopolitical,Geopolitical,81247,"translit,informal,emoji",mixed,0
